"","component","grpvar","term","grp","condval","condsd"
"cond.204","cond","variable:Microbe_treatment","(Intercept)","ASV0079:MMO",2.90862004400617,0.997817947388163
"cond.205","cond","variable:Microbe_treatment","(Intercept)","ASV0083:ALL",0.939203901814366,0.982552197506482
"cond.206","cond","variable:Microbe_treatment","(Intercept)","ASV0083:ECO",-0.240754003334169,1.7698989576914
"cond.207","cond","variable:Microbe_treatment","(Intercept)","ASV0083:EMO",-2.71235330751159,1.24773172100264
"cond.208","cond","variable:Microbe_treatment","(Intercept)","ASV0083:MEM",0.259679599120709,0.982135147030894
"cond.209","cond","variable:Microbe_treatment","(Intercept)","ASV0083:MMO",3.02836846504897,1.00065777012013
"cond.210","cond","variable:Microbe_treatment","(Intercept)","ASV0085:ALL",-0.477613719313561,1.20593306307221
"cond.211","cond","variable:Microbe_treatment","(Intercept)","ASV0085:ECO",-0.078301335976099,1.88740120389247
"cond.212","cond","variable:Microbe_treatment","(Intercept)","ASV0085:EMO",0.956644698006687,1.09338936836242
"cond.213","cond","variable:Microbe_treatment","(Intercept)","ASV0085:MEM",-0.080914222143052,1.10842002436457
"cond.214","cond","variable:Microbe_treatment","(Intercept)","ASV0085:MMO",-0.780675413266253,1.54777636122791
"cond.215","cond","variable:Microbe_treatment","(Intercept)","ASV0087:ALL",0.398244458092474,1.04939561334543
"cond.216","cond","variable:Microbe_treatment","(Intercept)","ASV0087:ECO",-0.214068591058055,1.78936591060402
"cond.217","cond","variable:Microbe_treatment","(Intercept)","ASV0087:EMO",1.27671101416735,1.03895179388383
"cond.218","cond","variable:Microbe_treatment","(Intercept)","ASV0087:MEM",0.270532812602944,1.03838635465911
"cond.219","cond","variable:Microbe_treatment","(Intercept)","ASV0087:MMO",-1.65897869219582,1.38106911061611
"cond.220","cond","variable:Microbe_treatment","(Intercept)","ASV0099:ALL",0.122908936748555,1.03835526372872
"cond.221","cond","variable:Microbe_treatment","(Intercept)","ASV0099:ECO",-0.103448720012714,1.86647304083097
"cond.222","cond","variable:Microbe_treatment","(Intercept)","ASV0099:EMO",1.0519744143689,1.01348555658724
"cond.223","cond","variable:Microbe_treatment","(Intercept)","ASV0099:MEM",-0.140452686245862,1.01956672516303
"cond.224","cond","variable:Microbe_treatment","(Intercept)","ASV0099:MMO",0.250946109620102,1.20402588317052
"cond.225","cond","variable:Microbe_treatment","(Intercept)","ASV0100:ALL",0.23585969523574,1.05663082026974
"cond.226","cond","variable:Microbe_treatment","(Intercept)","ASV0100:ECO",-0.263183219128689,1.75920336471639
"cond.227","cond","variable:Microbe_treatment","(Intercept)","ASV0100:EMO",1.06398568180402,1.03283204991063
"cond.228","cond","variable:Microbe_treatment","(Intercept)","ASV0100:MEM",0.352708417914518,1.02565187787193
"cond.229","cond","variable:Microbe_treatment","(Intercept)","ASV0100:MMO",-1.47251880958489,1.40328391473935
"cond.230","cond","variable:Microbe_treatment","(Intercept)","ASV0102:ALL",-1.97165636753434,1.33063919742453
"cond.231","cond","variable:Microbe_treatment","(Intercept)","ASV0102:ECO",-0.124325701770903,1.85091279822084
"cond.232","cond","variable:Microbe_treatment","(Intercept)","ASV0102:EMO",0.59673363848243,1.05011056949882
"cond.233","cond","variable:Microbe_treatment","(Intercept)","ASV0102:MEM",-1.63890487548772,1.15980628726572
"cond.234","cond","variable:Microbe_treatment","(Intercept)","ASV0102:MMO",2.16170462673544,1.07331366897622
"cond.235","cond","variable:Microbe_treatment","(Intercept)","ASV0109:ALL",-0.376575308973672,1.1671959553398
"cond.236","cond","variable:Microbe_treatment","(Intercept)","ASV0109:ECO",-0.0478456931574033,1.91332409507194
"cond.237","cond","variable:Microbe_treatment","(Intercept)","ASV0109:EMO",-1.50105953262977,1.41047739255339
"cond.238","cond","variable:Microbe_treatment","(Intercept)","ASV0109:MEM",0.59119945583633,1.08958388361679
"cond.239","cond","variable:Microbe_treatment","(Intercept)","ASV0109:MMO",0.67825895352435,1.27960582267415
"cond.240","cond","variable:Microbe_treatment","(Intercept)","ASV0125:ALL",-0.282903651208465,1.09875668231593
"cond.241","cond","variable:Microbe_treatment","(Intercept)","ASV0125:ECO",-0.103195949252961,1.86731164763306
"cond.242","cond","variable:Microbe_treatment","(Intercept)","ASV0125:EMO",0.660096932229644,1.0751097135833
"cond.243","cond","variable:Microbe_treatment","(Intercept)","ASV0125:MEM",0.0262965481149208,1.06643858293589
"cond.244","cond","variable:Microbe_treatment","(Intercept)","ASV0125:MMO",0.108109342168181,1.23399028835299
"cond.245","cond","variable:Microbe_treatment","(Intercept)","ASV0130:ALL",-1.53722040279992,1.13864612562006
"cond.246","cond","variable:Microbe_treatment","(Intercept)","ASV0130:ECO",-0.133222127248799,1.84338708120194
"cond.247","cond","variable:Microbe_treatment","(Intercept)","ASV0130:EMO",0.723524396803179,1.00680035080952
"cond.248","cond","variable:Microbe_treatment","(Intercept)","ASV0130:MEM",-0.626897322038818,1.02652218664577
"cond.249","cond","variable:Microbe_treatment","(Intercept)","ASV0130:MMO",2.7245629426983,1.01394086595048
"cond.250","cond","variable:Microbe_treatment","(Intercept)","ASV0134:ALL",-0.0545304917002966,1.13884325376935
"cond.251","cond","variable:Microbe_treatment","(Intercept)","ASV0134:ECO",-0.0448058604539922,1.91589539282903
"cond.252","cond","variable:Microbe_treatment","(Intercept)","ASV0134:EMO",1.37820973763984,1.0717305614832
"cond.253","cond","variable:Microbe_treatment","(Intercept)","ASV0134:MEM",-0.0162874839587523,1.09463728982554
"cond.254","cond","variable:Microbe_treatment","(Intercept)","ASV0134:MMO",-0.64799228920158,1.58224359920917
"cond.255","cond","variable:Microbe_treatment","(Intercept)","ASV0138:ALL",-0.115059383158174,1.08149439134816
"cond.256","cond","variable:Microbe_treatment","(Intercept)","ASV0138:ECO",-0.133401853436926,1.84442814662758
"cond.257","cond","variable:Microbe_treatment","(Intercept)","ASV0138:EMO",1.1784480231434,1.049772140373
"cond.258","cond","variable:Microbe_treatment","(Intercept)","ASV0138:MEM",-0.851561591105392,1.09599723576299
"cond.259","cond","variable:Microbe_treatment","(Intercept)","ASV0138:MMO",-1.3596850797405,1.4258628838684
"cond.260","cond","variable:Microbe_treatment","(Intercept)","ASV0149:ALL",-0.577389606459522,1.00066019269083
"cond.261","cond","variable:Microbe_treatment","(Intercept)","ASV0149:ECO",-0.578388688479898,1.61355618282851
"cond.262","cond","variable:Microbe_treatment","(Intercept)","ASV0149:EMO",0.309156360881423,0.990446847185865
"cond.263","cond","variable:Microbe_treatment","(Intercept)","ASV0149:MEM",-0.239144755645964,0.983625961272536
